proverb,normalized,source,tokens
ان چنانی,ان چنانی,moeen_idioms,"['ان', 'چنانی']"
انتی بیوتیک,انت بیوتیک,moeen_idioms,"['انت', 'بیوتیک']"
انفجار جمعیت,انفجار جمعیت,moeen_idioms,"['انفجار', 'جمعیت']"
انگشت پیچ,انگشت پیچ,moeen_idioms,"['انگشت', 'پیچ']"
انگشت گزیدن,انگشت گزیدن,moeen_idioms,"['انگشت', 'گزیدن']"
انگشت نما,انگشت‌نما,moeen_idioms,['انگشتنما']
اهل کتاب,اهل کتاب,moeen_idioms,"['اهل', 'کتاب']"
اهن خا,اهن خا,moeen_idioms,"['اهن', 'خا']"
اواز دادن,اواز دادن,moeen_idioms,"['اواز', 'دادن']"
ای والله,ای‌والله,moeen_idioms,"['ایوا', '##لله']"
ایام الله,ایام‌الله,moeen_idioms,['ایامالله']
این طور,این‌طور,moeen_idioms,['اینطور']
ایین دادرسی,ایین دادرسی,moeen_idioms,"['ایین', 'دادرسی']"
ایین نامه,ایین نامه,moeen_idioms,"['ایین', 'نامه']"
باب الحوائج,باب‌الحوائج,moeen_idioms,"['بابال', '##حوا', '##ي', '##ج']"
بابا نوئل,بابا نوئل,moeen_idioms,"['بابا', 'نويل']"
باج سبیل,باج سبیل,moeen_idioms,"['باج', 'سبیل']"
باد دادن,باد دادن,moeen_idioms,"['باد', 'دادن']"
باد دست,باد دست,moeen_idioms,"['باد', 'دست']"
باد سرد,باد سرد,moeen_idioms,"['باد', 'سرد']"
باد سنجیدن,باد سنجیدن,moeen_idioms,"['باد', 'سنجیدن']"
باد و بروت,باد و بروت,moeen_idioms,"['باد', 'و', 'بروت']"
بادبه دست,بادبه دست,moeen_idioms,"['باد', '##به', 'دست']"
باده پرست,باده‌پرست,moeen_idioms,"['باده', '##پرست']"
باده نوشی,باده نوشید#نوش,moeen_idioms,"['باده', 'نوشید', '[UNK]', 'نوش']"
بار افتادن,بار افتادن,moeen_idioms,"['بار', 'افتادن']"
بار امدن,بار امدن,moeen_idioms,"['بار', 'امدن']"
بار بستن,بار بستن,moeen_idioms,"['بار', 'بستن']"
بار نهادن,بار نهادن,moeen_idioms,"['بار', 'نهادن']"
بار و بندیل,بار و بندیل,moeen_idioms,"['بار', 'و', 'بندی', '##ل']"
باریک بین,باریک‌بین,moeen_idioms,['باریکبین']
بازی دراوردن,بازی دراوردن,moeen_idioms,"['بازی', 'دراوردن']"
باستان شناسی,باستان‌شناسی,moeen_idioms,['باستانشناسی']
باسمه ای,باسمه‌ای,moeen_idioms,"['باسمه', '##ای']"
بال بال زدن,بال‌بال زدن,moeen_idioms,"['بالب', '##ال', 'زدن']"
بالا غیرتا,بالا غیرتا,moeen_idioms,"['بالا', 'غیرت', '##ا']"
بانگ زدن,بانگ زدن,moeen_idioms,"['بانگ', 'زدن']"
بای پس,بای پس,moeen_idioms,"['بای', 'پس']"
بای دادن,بای دادن,moeen_idioms,"['بای', 'دادن']"
بخیه زدن,بخیه زدن,moeen_idioms,"['بخیه', 'زدن']"
بده بستان,بده بستان,moeen_idioms,"['بده', 'بستان']"
براعت استهلال,براعت استهلال,moeen_idioms,"['برا', '##عت', 'استهلال']"
برگ بو,برگ بو,moeen_idioms,"['برگ', 'بو']"
برگ ریزان,برگ‌ریزان,moeen_idioms,['برگریزان']
برگه دان,برگه‌دان,moeen_idioms,"['برگه', '##دان']"
برنامه ریزی,برنامه‌ریزی,moeen_idioms,['برنامهریزی']
برهم زدن,برهم زدن,moeen_idioms,"['برهم', 'زدن']"
برو بیا داشتن,برو بیا داشتن,moeen_idioms,"['برو', 'بیا', 'داشتن']"
بز خریدن,بز خریدن,moeen_idioms,"['بز', 'خریدن']"
بز رقصاندن,بز رقصاندن,moeen_idioms,"['بز', 'رقصان', '##دن']"
بزن بهادر,بزن بهادر,moeen_idioms,"['بزن', 'بهادر']"
بساز و بفروش,بساز و بفروش,moeen_idioms,"['بساز', 'و', 'بفروش']"
بساط در اوردن,بساط در اوردن,moeen_idioms,"['بساط', 'در', 'اوردن']"
بست زدن,بست#بند زدن,moeen_idioms,"['بست', '[UNK]', 'بند', 'زدن']"
بست نشستن,بست#بند نشستن,moeen_idioms,"['بست', '[UNK]', 'بند', 'نشستن']"
بسته میان,بسته میان,moeen_idioms,"['بسته', 'میان']"
بسر بردن,بسر بردن,moeen_idioms,"['بسر', 'بردن']"
بسط دادن,بسط دادن,moeen_idioms,"['بسط', 'دادن']"
بسم الله,بسم‌الله,moeen_idioms,['بسمالله']
بشقاب پرنده,بشقاب‌پرنده,moeen_idioms,"['بشقاب', '##پرنده']"
بصل النخاع,بصل النخاع,moeen_idioms,"['بص', '##ل', 'الن', '##خا', '##ع']"
بغ کردن,بغ کردن,moeen_idioms,"['بغ', 'کردن']"
بقیه الله,بقیه الله,moeen_idioms,"['بقیه', 'الله']"
بگماز کردن,بگماز کردن,moeen_idioms,"['بگم', '##از', 'کردن']"
بگیر بگیر,بگیر بگیر,moeen_idioms,"['بگیر', 'بگیر']"
بلغور کردن,بلغور کردن,moeen_idioms,"['بلغور', 'کردن']"
بلند پایه,بلند پایه,moeen_idioms,"['بلند', 'پایه']"
بن بست,بن‌بست,moeen_idioms,['بنبست']
بن دندان,بن دندان,moeen_idioms,"['بن', 'دندان']"
بنا گذاشتن,بنا گذاشت#گذار,moeen_idioms,"['بنا', 'گذاشت', '[UNK]', 'گذار']"
بند زدن,بند زدن,moeen_idioms,"['بند', 'زدن']"
بند ناف,بند ناف,moeen_idioms,"['بند', 'ناف']"
بنی ادم,بنی ادم,moeen_idioms,"['بنی', 'ادم']"
بو کشیدن,بو کشیدن,moeen_idioms,"['بو', 'کشیدن']"
بور شدن,بور شدن,moeen_idioms,"['بور', 'شدن']"
بی اختیار,بی‌اختیار,moeen_idioms,['بیاختیار']
بی باک,بی‌باک,moeen_idioms,['بیباک']
بی بی,بی‌بی,moeen_idioms,['بیبی']
بی حساب,بی‌حساب,moeen_idioms,['بیحساب']
بی خیال,بی‌خیال,moeen_idioms,['بیخیال']
بی دست و پا,بی دست و پا,moeen_idioms,"['بی', 'دست', 'و', 'پا']"
بیت المعمور,بیت المعمور,moeen_idioms,"['بیت', 'المعم', '##ور']"
بینی و بین الله,بینی و بین الله,moeen_idioms,"['بینی', 'و', 'بین', 'الله']"
پا در هوا,پا در هوا,moeen_idioms,"['پا', 'در', 'هوا']"
پاچه گیر,پاچه گیر,moeen_idioms,"['پاچه', 'گیر']"
پاردم ساییده,پاردم ساییده,moeen_idioms,"['پارد', '##م', 'ساییده']"
پامال شدن,پامال شدن,moeen_idioms,"['پام', '##ال', 'شدن']"
پاک و پوست کنده,پاک و پوست‌کنده,moeen_idioms,"['پاک', 'و', 'پوستکنده']"
پای تابه,پای تابه,moeen_idioms,"['پای', 'تابه']"
پای ماچان,پای ماچان,moeen_idioms,"['پای', 'ماچ', '##ان']"
پایه دار,پایه‌دار,moeen_idioms,"['پایه', '##دار']"
پر دادن,پر دادن,moeen_idioms,"['پر', 'دادن']"
پر و بال زدن,پر و بال زدن,moeen_idioms,"['پر', 'و', 'بال', 'زدن']"
پر و پا,پر و پا,moeen_idioms,"['پر', 'و', 'پا']"
پر کردن,پر کردن,moeen_idioms,"['پر', 'کردن']"
پرت و پلا گفتن,پرت و پلا گفتن,moeen_idioms,"['پرت', 'و', 'پلا', 'گفتن']"
پرت کردن,پرت کردن,moeen_idioms,"['پرت', 'کردن']"
پرچانگی کردن,پرچانگی کردن,moeen_idioms,"['پرچ', '##انگی', 'کردن']"
پرده ایزد,پرده ایزد,moeen_idioms,"['پرده', 'ایزد']"
پرده باز,پرده باز,moeen_idioms,"['پرده', 'باز']"
پرده بکارت,پرده بکارت,moeen_idioms,"['پرده', 'بکارت']"
پرده خوان,پرده‌خوان,moeen_idioms,"['پرده', '##خوان']"
پرده دیرسال,پرده دیرسال,moeen_idioms,"['پرده', 'دیر', '##سال']"
پرگران کردن,پرگر کردن,moeen_idioms,"['پرگ', '##ر', 'کردن']"
پری دیدن,پری دیدن,moeen_idioms,"['پری', 'دیدن']"
پری نژاد,پری نژاد,moeen_idioms,"['پری', 'نژاد']"
پس افت,پس افت,moeen_idioms,"['پس', 'افت']"
پس انداختن,پس انداختن,moeen_idioms,"['پس', 'انداختن']"
پس دوزی,پس دوخت#دوز,moeen_idioms,"['پس', 'دوخت', '[UNK]', 'دوز']"
پس سر نمودن,پس سر نمودن,moeen_idioms,"['پس', 'سر', 'نمودن']"
پس گوش افکندن,پس گوش افکندن,moeen_idioms,"['پس', 'گوش', 'افکندن']"
پس کوچه,پس‌کوچه,moeen_idioms,"['پس', '##کوچه']"
پشت بند,پشت بند,moeen_idioms,"['پشت', 'بند']"
پشت گرمی,پشت‌گرمی,moeen_idioms,['پشتگرمی']
پشت ماهی,پشت ماهی,moeen_idioms,"['پشت', 'ماهی']"
پشت میز نشین,پشت میز نشین,moeen_idioms,"['پشت', 'میز', 'نشین']"
پشت کار داشتن,پشت کار داشتن,moeen_idioms,"['پشت', 'کار', 'داشتن']"
پشم ریختن,پشم ریختن,moeen_idioms,"['پشم', 'ریختن']"
پشم کشیدن,پشم کشیدن,moeen_idioms,"['پشم', 'کشیدن']"
پشه بند,پشه‌بند,moeen_idioms,"['پشه', '##بند']"
پل شکستن,پل شکستن,moeen_idioms,"['پل', 'شکستن']"
پلاس انداختن,پلاس انداختن,moeen_idioms,"['پلاس', 'انداختن']"
پنج وشش وهفت وچهار,پنج وش وهف وچهار,moeen_idioms,"['پنج', 'وش', 'وه', '##ف', 'وچهار']"
پنجه زدن,پنجه زدن,moeen_idioms,"['پنجه', 'زدن']"
پنجه طلایی,پنجه طلایی,moeen_idioms,"['پنجه', 'طلایی']"
پنجه مریم,پنجه مریم,moeen_idioms,"['پنجه', 'مریم']"
پنجه کردن,پنجه کردن,moeen_idioms,"['پنجه', 'کردن']"
پهلو زدن,پهلو زدن,moeen_idioms,"['پهلو', 'زدن']"
پهلوان پنبه,پهلوان پنبه,moeen_idioms,"['پهلوان', 'پنبه']"
پوست باز کردن,پوست باز کردن,moeen_idioms,"['پوست', 'باز', 'کردن']"
پوست پیراستن,پوست پیراستن,moeen_idioms,"['پوست', 'پیرا', '##ستن']"
پوست خر کن,پوست خر کن,moeen_idioms,"['پوست', 'خر', 'کن']"
پوست و استخوان شدن,پوست و استخوان شدن,moeen_idioms,"['پوست', 'و', 'استخوان', 'شدن']"
پوست کلفت,پوست کلفت,moeen_idioms,"['پوست', 'کلفت']"
پوست کنده,پوست‌کنده,moeen_idioms,['پوستکنده']
پول و پله,پول و پله,moeen_idioms,"['پول', 'و', 'پله']"
پی اب,پی اب,moeen_idioms,"['پی', 'اب']"
پی کور کردن,پی کور کردن,moeen_idioms,"['پی', 'کور', 'کردن']"
پیاده کردن,پیاده کردن,moeen_idioms,"['پیاده', 'کردن']"
پیرهن چاک,پیرهن چاک,moeen_idioms,"['پیرهن', 'چاک']"
پیش اگهی,پیش اگه,moeen_idioms,"['پیش', 'اگه']"
پیش نویس,پیش‌نویس,moeen_idioms,['پیشنویس']
پیش کسوت,پیش‌کسوت,moeen_idioms,['پیشکسوت']
پیل افکن,پیل افکن,moeen_idioms,"['پیل', 'افکن']"
پیل افکندن,پیل افکندن,moeen_idioms,"['پیل', 'افکندن']"
پیل بار,پیل بار,moeen_idioms,"['پیل', 'بار']"
پیل پیلی خوردن,پیل پیلی خوردن,moeen_idioms,"['پیل', 'پیل', '##ی', 'خوردن']"
پیل عماری,پیل عماری,moeen_idioms,"['پیل', 'عماری']"
پیمانه گسار,پیمانه گسار,moeen_idioms,"['پیمانه', 'گس', '##ار']"
پیمانه کش,پیمانه کش,moeen_idioms,"['پیمانه', 'کش']"
پیه سوز,پیه‌سوز,moeen_idioms,"['پیه', '##سوز']"
پیک نیک,پیک‌نیک,moeen_idioms,['پیکنیک']
تاج دار,تاج‌دار,moeen_idioms,['تاجدار']
تار و پود,تار و پود,moeen_idioms,"['تار', 'و', 'پود']"
تاریخ جلالی,تاریخ جلالی,moeen_idioms,"['تاریخ', 'جلالی']"
تازه عروس,تازه عروس,moeen_idioms,"['تازه', 'عروس']"
تحت الشعاع,تحت‌الشعاع,moeen_idioms,['تحتالشعاع']
تخت روان,تخت روان,moeen_idioms,"['تخت', 'روان']"
تخت شدن,تخت شدن,moeen_idioms,"['تخت', 'شدن']"
تخت گیر,تخت گیر,moeen_idioms,"['تخت', 'گیر']"
تخم جن,تخم جن,moeen_idioms,"['تخم', 'جن']"
تخم لق شکستن,تخم لق شکستن,moeen_idioms,"['تخم', 'لق', 'شکستن']"
تداعی معانی,تداعی معانی,moeen_idioms,"['تداعی', 'معانی']"
ترجیع بند,ترجیع‌بند,moeen_idioms,['ترجیعبند']
ترک جوش,ترک جوش,moeen_idioms,"['ترک', 'جوش']"
ترک کردن,ترک کردن,moeen_idioms,"['ترک', 'کردن']"
ترکیب بند,ترکیب‌بند,moeen_idioms,"['ترکیب', '##بند']"
تشت و خایه,تشت و خایه,moeen_idioms,"['تشت', 'و', 'خای', '##ه']"
تعزیه گردان,تعزیه‌گردان,moeen_idioms,"['تعزیه', '##گردان']"
تف مالی,تف مالی,moeen_idioms,"['تف', 'مالی']"
تلفن خانه,تلفن خانه,moeen_idioms,"['تلفن', 'خانه']"
تلنگ دررفتن,تلنگ دررفتن,moeen_idioms,"['تل', '##نگ', 'دررفت', '##ن']"
تله پاتی,تله‌پاتی,moeen_idioms,"['تله', '##پاتی']"
تن تن,تن تن,moeen_idioms,"['تن', 'تن']"
تن دردادن,تن دردادن,moeen_idioms,"['تن', 'درداد', '##ن']"
تن زدن,تن زدن,moeen_idioms,"['تن', 'زدن']"
تنگ امدن,تنگ امدن,moeen_idioms,"['تنگ', 'امدن']"
تنگ چشم,تنگ‌چشم,moeen_idioms,"['تنگ', '##چشم']"
تنگ چشمی,تنگ چشمی,moeen_idioms,"['تنگ', 'چشمی']"
تنگ کسی گرفتن,تنگ کسی گرفتن,moeen_idioms,"['تنگ', 'کسی', 'گرفتن']"
ته بندی,ته بست#بند,moeen_idioms,"['ته', 'بست', '[UNK]', 'بند']"
ته دوزی,ته دوخت#دوز,moeen_idioms,"['ته', 'دوخت', '[UNK]', 'دوز']"
ته رنگ,ته رنگ,moeen_idioms,"['ته', 'رنگ']"
ته صدا,ته صدا,moeen_idioms,"['ته', 'صدا']"
تو دل برو,تو دل برو,moeen_idioms,"['تو', 'دل', 'برو']"
توپ زدن,توپ زدن,moeen_idioms,"['توپ', 'زدن']"
توپ و تشر,توپ و تشر,moeen_idioms,"['توپ', 'و', 'تشر']"
تک تک,تک‌تک,moeen_idioms,['تکتک']
تک لپه,تک لپه,moeen_idioms,"['تک', 'لپه']"
تکبیره الاحرام,تکبیره الاحرام,moeen_idioms,"['تکبیر', '##ه', 'الاح', '##رام']"
تکیه گاه,تکیه‌گاه,moeen_idioms,['تکیهگاه']
تی ان تی,تی ان تی,moeen_idioms,"['تی', 'ان', 'تی']"
تی تیش مامانی,تی تیش مامانی,moeen_idioms,"['تی', 'تی', '##ش', 'مامان', '##ی']"
تی شرت,تی‌شرت,moeen_idioms,['تیشرت']
تیر اهن,تیر اهن,moeen_idioms,"['تیر', 'اهن']"
تیر کشیدن,تیر کشیدن,moeen_idioms,"['تیر', 'کشیدن']"
تیره روز,تیره‌روز,moeen_idioms,"['تیره', '##روز']"
تیز کردن,تیز کردن,moeen_idioms,"['تیز', 'کردن']"
تیغ زن,تیغ‌زن,moeen_idioms,"['تیغ', '##زن']"
تیک اف,تیک اف,moeen_idioms,"['تیک', 'اف']"
تیک تاک,تیک تاک,moeen_idioms,"['تیک', 'تاک']"
ثابت قدم,ثابت‌قدم,moeen_idioms,['ثابتقدم']
ثالث ثلاثه,ثالث ثلاثه,moeen_idioms,"['ثالث', 'ثلاثه']"
ثبت اسناد,ثبت اسناد,moeen_idioms,"['ثبت', 'اسناد']"
ثقه الاسلام,ثقه‌الاسلام,moeen_idioms,"['ثقه', '##الاسلام']"
جا امدن,جا امدن,moeen_idioms,"['جا', 'امدن']"
جا گرفتن,جا گرفتن,moeen_idioms,"['جا', 'گرفتن']"
جا کردن,جا کردن,moeen_idioms,"['جا', 'کردن']"
جابه جا,جابه‌جا,moeen_idioms,['جابهجا']
جابه جا شدن,جابه‌جا شدن,moeen_idioms,"['جابهجا', 'شدن']"
جابه جا کردن,جابه‌جا کردن,moeen_idioms,"['جابهجا', 'کردن']"
جام جم,جام جم,moeen_idioms,"['جام', 'جم']"
جام خانه,جام خانه,moeen_idioms,"['جام', 'خانه']"
جام زدن,جام زدن,moeen_idioms,"['جام', 'زدن']"
جامعه شناسی,جامعه شناخت#شناس,moeen_idioms,"['جامعه', 'شناخت', '[UNK]', 'شناس']"
جان بر کف,جان بر کف,moeen_idioms,"['جان', 'بر', 'کف']"
جان به سر شدن,جان به سر شدن,moeen_idioms,"['جان', 'به', 'سر', 'شدن']"
جان پناه,جان‌پناه,moeen_idioms,['جانپناه']
جان دارو,جان دارو,moeen_idioms,"['جان', 'دارو']"
